,favorites,created_at,retweets,text
17541,0,12/31/2010 23:56,1,Thank closing 2010 SAP!
17542,3,12/31/2010 23:56,2,RT SAPSponsors: Mercedes-Benz High Performance Engines Run SAP. Video: #f1 TheFifthDriver
17543,0,12/30/2010 20:10,1,RT SAPCommNet: Top 10 CRM blogs SCN 2010 - listed CRM analyst Mentor Stephen Johannes
17544,1,12/30/2010 0:43,0,"RT SAPCommNet: Meet SAPMentors, community influencers #SAP Ecosystem! #scn #sapmentors"
17545,0,12/28/2010 1:30,1,"RT SAPSponsors: 1st ""On Track SAP"" features powerful engine MP4-25 Formula One racing car."
17546,0,12/25/2010 20:43,2,Merry Christmas SAP!
17547,1,12/24/2010 19:43,0,The Market Freelancers 2011 (article German):
17548,0,12/24/2010 3:03,1,OpenText enhances Extended ECM software solutions:
17549,0,12/24/2010 0:16,2,What cloud apps Australian small business?
17550,3,12/24/2010 0:16,7,Why heading clouds 2011:
17551,0,12/23/2010 21:30,4,The 10 #SAP stories 2010:
17552,1,12/22/2010 23:16,0,Top #ERP predictions 2011:
17553,0,12/22/2010 23:16,1,"""The Evolution Runs SAP"" sapcio Oliver Bussmann:"
17554,0,12/22/2010 1:03,4,Walt Disney Builds Case Momentum Help From Communities:
17555,0,12/22/2010 1:03,0,RT businessobjects: New #sapanalytics blog post covers SAPStreamWork Google Novell:
17556,0,12/22/2010 1:03,0,RT SAPCommNet The Must-Have Features Enterprise iPad Application (by ithain) #Sybase #SCN #SDN
17557,0,12/21/2010 22:16,0,Forrester's Top 20 Mobile Device Management Best Practices For Enterprises - #SCN blog ericylai:
17558,1,12/21/2010 22:16,0,RT SAPCommNet Video: BusinessObjects BI 4.0 Sneak Preview #BOC #SCN #BOBJ
17559,0,12/21/2010 22:16,0,Skyytek Corporation Becomes IP Communications Reseller ByDesign:
17560,0,12/21/2010 2:50,4,Ventures Backs Lavante:
17561,0,12/21/2010 2:50,2,plots second partner cull:
17562,0,12/21/2010 0:03,0,One powers Rogemson:
17563,1,12/21/2010 0:03,1,gifts co-CEO Bill McDermott plans give holiday season:
17564,0,12/21/2010 0:03,0,RT SAPinsider: You it's holiday season Google alerts mix #SAP news articles Christmas tree sap.
17565,0,12/20/2010 21:16,5,"Haha, happy holidays! :) RT chawlajack: Santa runs ;-):"
17566,0,12/18/2010 2:36,0,Gets Deeper Into XBRL With Software Acquisition:
17567,0,12/17/2010 23:50,2,"RT SAPCommNet: exec board member vsikka discussing significance #HANA 4 customers, industry #sapteched"
17568,1,12/17/2010 23:50,2,Greenmonk's TomRaftery blogs SAP's energy efficiency CO2 reductions Palo Alto office location:
