user_screen_name,favorites,user_id,created_at,user_name,tweet_id,retweets,text
76117579,2,76117579,1.50937E+12,SAP,9.25002E+17,0,Don't just generate leads – Nurture them with SAP Digital #CRM. http://spr.ly/60128CRwe pic.twitter.com/NgEgiCj4e0
76117579,3,76117579,1.50937E+12,SAP,9.24985E+17,4,The chocolate industry is taking a satisfying bite from SAP's #supplychain tech:  http://spr.ly/60178CtHL  @SupplyChainDivepic.twitter.com/6Siy0r2HAH
76117579,7,76117579,1.50932E+12,SAP,9.24773E+17,5,"Transforming financial close isn't a one-time project, it's an incremental journey. http://spr.ly/60198CjvV  @DigitalistMag @ElizabethEMilnepic.twitter.com/ZcIoaOUpQu"
76117579,192,76117579,1.50929E+12,SAP,9.24674E+17,136,"Happy Internet Day! Today we celebrate the very first internet transmission, sent out on October 29, 1969!pic.twitter.com/uWq8RKbBsH"
76117579,14,76117579,1.50927E+12,SAP,9.24557E+17,7,How lean is your (financial) #supplychain? http://spr.ly/601687hl2  @DigitalistMag @dhoflerpic.twitter.com/EtyY9vcOcm
76117579,14,76117579,1.50921E+12,SAP,9.24312E+17,8,6 tips for email marketing that works: http://spr.ly/60118CtJ5  #smallbizpic.twitter.com/czHi4xy3CM
76117579,11,76117579,1.5092E+12,SAP,9.24259E+17,5,How the right cloud-based solution put retailer Sweet Prima on a path to success:  http://spr.ly/60148CxPu  #SMBpic.twitter.com/DR2uPjeb51
76117579,20,76117579,1.50918E+12,SAP,9.24211E+17,6,It's time for your finance org to stop focusing on past results and look into the future. http://spr.ly/6012877x2  @DigitalistMagpic.twitter.com/Xgjk77ntSz
76117579,8,76117579,1.50915E+12,SAP,9.24078E+17,1,Start the weekend on an inspirational note with @uBadr from #WeTheFutureSummit! http://spr.ly/60178CxOh pic.twitter.com/4qdO78rmsI
76117579,10,76117579,1.50914E+12,SAP,9.24011E+17,14,Data is your most valuable government asset. So how will you harness it? http://spr.ly/60128fRkm pic.twitter.com/jGZOqMLcSk
76117579,10,76117579,1.50913E+12,SAP,9.23995E+17,7,The digital story behind your next bowl of ramen: http://spr.ly/60128Cgfa pic.twitter.com/MTVWuTiYPa
76117579,3,76117579,1.50913E+12,SAP,9.23994E+17,3,"An agile #data platform follows these 7 laws of universal data. Learn more:
http://spr.ly/601884big pic.twitter.com/NqQRjrnJ1P"
76117579,12,76117579,1.50913E+12,SAP,9.2398E+17,8,Don't miss the next episode of #LifeAt! We are exploring the power of SAP solutions at Novatech. http://spr.ly/60188CgOe pic.twitter.com/3dG8NXhEjb
76117579,14,76117579,1.50913E+12,SAP,9.23978E+17,11,"At #LeonardoLive you'll truly experience tech, instead of just hearing about it. http://spr.ly/6019877a3  @SAPLeonardopic.twitter.com/8LuWoQL4yL"
76117579,13,76117579,1.50912E+12,SAP,9.23942E+17,6,Are employees more productive when collaboration is involved? Learn more about new HR tech: #SMB http://spr.ly/60198CdYT pic.twitter.com/IJ3K8u74Qi
76117579,12,76117579,1.50907E+12,SAP,9.23739E+17,13,3 ways you could be underestimating the value of #blockchain http://spr.ly/60138C5lF  #DLS17pic.twitter.com/D2bx2mAv9n
76117579,9,76117579,1.50907E+12,SAP,9.23737E+17,5,The genesis of poor planning decisions: http://spr.ly/601687hmM  @DigitalistMagpic.twitter.com/1fzBT2FHLW
76117579,12,76117579,1.50906E+12,SAP,9.23686E+17,6,Employees expect technology with simple user experiences and anytime accessibility.  #SMB http://spr.ly/60128C5l8 pic.twitter.com/UompWV1jis
76117579,6,76117579,1.50905E+12,SAP,9.23649E+17,5,How Infoways increased performance by 1000% and tripled in size @SAPInterconnect #mobile http://spr.ly/60188C5lr pic.twitter.com/ixOgawMAJF
76117579,6,76117579,1.50905E+12,SAP,9.23631E+17,7,Looking to enhance your #digtialtransformation? Read more on the 7 laws of universal data: http://spr.ly/601884biq pic.twitter.com/IlWKeSyGMX
76117579,11,76117579,1.50904E+12,SAP,9.23616E+17,11,What makes up the mindset that leads to #digitaltransformation? New SAP study details: http://spr.ly/60168C5lY  #DLS17pic.twitter.com/wZfUJqzT0O
76117579,11,76117579,1.50903E+12,SAP,9.23585E+17,7,What inspires entrepreneurs to take the jump & start their own company? Hear from this leather fashion #startup CEO http://spr.ly/60188C6H8 pic.twitter.com/HYiBGyWpBQ
